Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Chlamydia,2008,Connecticut,9,15-19,All races/ethnicities,Both sexes,"4,220",1652.2,"255,424"
Chlamydia,2007,Connecticut,9,15-19,All races/ethnicities,Both sexes,"4,047",1593.7,"253,943"
Chlamydia,2006,Connecticut,9,15-19,All races/ethnicities,Both sexes,"3,605",1423.3,"253,277"
Chlamydia,2005,Connecticut,9,15-19,All races/ethnicities,Both sexes,"3,678",1475.1,"249,332"
Chlamydia,2004,Connecticut,9,15-19,All races/ethnicities,Both sexes,"3,270",1342.6,"243,550"
Chlamydia,2003,Connecticut,9,15-19,All races/ethnicities,Both sexes,"3,206",1344.9,"238,380"
Chlamydia,2002,Connecticut,9,15-19,All races/ethnicities,Both sexes,"3,322",1421.3,"233,729"
Chlamydia,2001,Connecticut,9,15-19,All races/ethnicities,Both sexes,"2,763",1220.8,"226,330"
Chlamydia,2000,Connecticut,9,15-19,All races/ethnicities,Both sexes,"2,859",1316.5,"217,170"
Gonorrhea,2019,Delaware,10,15-19,All races/ethnicities,Both sexes,248,411.8,"60,218"
Gonorrhea,2018,Delaware,10,15-19,All races/ethnicities,Both sexes,230,382.1,"60,195"
Gonorrhea,2017,Delaware,10,15-19,All races/ethnicities,Both sexes,312,518.8,"60,135"
Gonorrhea,2016,Delaware,10,15-19,All races/ethnicities,Both sexes,298,497.6,"59,887"
Gonorrhea,2015,Delaware,10,15-19,All races/ethnicities,Both sexes,194,324.3,"59,825"
Gonorrhea,2014,Delaware,10,15-19,All races/ethnicities,Both sexes,229,384.1,"59,626"
Gonorrhea,2013,Delaware,10,15-19,All races/ethnicities,Both sexes,292,483.9,"60,344"
Gonorrhea,2012,Delaware,10,15-19,All races/ethnicities,Both sexes,179,291.4,"61,422"
Gonorrhea,2011,Delaware,10,15-19,All races/ethnicities,Both sexes,220,351.6,"62,573"
Gonorrhea,2010,Delaware,10,15-19,All races/ethnicities,Both sexes,314,490.1,"64,072"
Gonorrhea,2009,Delaware,10,15-19,All races/ethnicities,Both sexes,271,437.6,"61,930"
Gonorrhea,2008,Delaware,10,15-19,All races/ethnicities,Both sexes,289,463.9,"62,298"
Gonorrhea,2007,Delaware,10,15-19,All races/ethnicities,Both sexes,320,520.4,"61,486"
Gonorrhea,2006,Delaware,10,15-19,All races/ethnicities,Both sexes,431,711.4,"60,585"
Gonorrhea,2005,Delaware,10,15-19,All races/ethnicities,Both sexes,283,474.6,"59,625"
Gonorrhea,2004,Delaware,10,15-19,All races/ethnicities,Both sexes,288,494.6,"58,233"
Gonorrhea,2003,Delaware,10,15-19,All races/ethnicities,Both sexes,335,582.9,"57,470"
Gonorrhea,2002,Delaware,10,15-19,All races/ethnicities,Both sexes,517,909.8,"56,828"
Gonorrhea,2001,Delaware,10,15-19,All races/ethnicities,Both sexes,594,1056.4,"56,227"
Gonorrhea,2000,Delaware,10,15-19,All races/ethnicities,Both sexes,592,1059.7,"55,866"
Chlamydia,2019,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,744",2896.1,"60,218"
Chlamydia,2018,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,667",2769.3,"60,195"
Chlamydia,2017,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,609",2675.6,"60,135"
Chlamydia,2016,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,574",2628.3,"59,887"
Chlamydia,2015,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,271",2124.5,"59,825"
Chlamydia,2014,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,198",2009.2,"59,626"
Chlamydia,2013,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,535",2543.7,"60,344"
Chlamydia,2012,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,294",2106.7,"61,422"
Chlamydia,2011,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,561",2494.7,"62,573"
Chlamydia,2010,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,609",2511.2,"64,072"
Chlamydia,2009,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,648",2661.1,"61,930"
Chlamydia,2008,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,393",2236,"62,298"
Chlamydia,2007,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,235",2008.6,"61,486"
Chlamydia,2006,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,370",2261.3,"60,585"
Chlamydia,2005,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,315",2205.5,"59,625"
Chlamydia,2004,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,214",2084.7,"58,233"
Chlamydia,2003,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,212",2108.9,"57,470"
Chlamydia,2002,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,244",2189.1,"56,828"
Chlamydia,2001,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,213",2157.3,"56,227"
Chlamydia,2000,Delaware,10,15-19,All races/ethnicities,Both sexes,"1,301",2328.8,"55,866"
Gonorrhea,2019,District of Columbia,11,15-19,All races/ethnicities,Both sexes,584,1596.9,"36,571"
Gonorrhea,2018,District of Columbia,11,15-19,All races/ethnicities,Both sexes,519,1411.7,"36,764"
Gonorrhea,2017,District of Columbia,11,15-19,All races/ethnicities,Both sexes,623,1696.1,"36,731"
Gonorrhea,2016,District of Columbia,11,15-19,All races/ethnicities,Both sexes,437,1194.6,"36,581"
Gonorrhea,2015,District of Columbia,11,15-19,All races/ethnicities,Both sexes,450,1217.1,"36,974"
Gonorrhea,2014,District of Columbia,11,15-19,All races/ethnicities,Both sexes,442,1192.7,"37,059"
Gonorrhea,2013,District of Columbia,11,15-19,All races/ethnicities,Both sexes,540,1430.8,"37,740"
Gonorrhea,2012,District of Columbia,11,15-19,All races/ethnicities,Both sexes,658,1709.5,"38,491"
Gonorrhea,2011,District of Columbia,11,15-19,All races/ethnicities,Both sexes,825,2109.1,"39,116"
Gonorrhea,2010,District of Columbia,11,15-19,All races/ethnicities,Both sexes,743,1865.1,"39,837"
Gonorrhea,2009,District of Columbia,11,15-19,All races/ethnicities,Both sexes,870,2102.9,"41,372"
Gonorrhea,2008,District of Columbia,11,15-19,All races/ethnicities,Both sexes,881,2137.3,"41,220"
Gonorrhea,2007,District of Columbia,11,15-19,All races/ethnicities,Both sexes,642,1578.4,"40,675"
Gonorrhea,2006,District of Columbia,11,15-19,All races/ethnicities,Both sexes,498,1236.4,"40,279"
Gonorrhea,2005,District of Columbia,11,15-19,All races/ethnicities,Both sexes,568,1443.5,"39,350"
Gonorrhea,2004,District of Columbia,11,15-19,All races/ethnicities,Both sexes,656,1708.1,"38,406"
Gonorrhea,2003,District of Columbia,11,15-19,All races/ethnicities,Both sexes,641,1684.6,"38,051"
Gonorrhea,2002,District of Columbia,11,15-19,All races/ethnicities,Both sexes,596,1560.6,"38,190"
Gonorrhea,2001,District of Columbia,11,15-19,All races/ethnicities,Both sexes,688,1820.1,"37,801"
Gonorrhea,2000,District of Columbia,11,15-19,All races/ethnicities,Both sexes,688,1818.1,"37,841"
Chlamydia,2019,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,156",5895.4,"36,571"
Chlamydia,2018,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,038",5543.5,"36,764"
Chlamydia,2017,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,916",5216.3,"36,731"
Chlamydia,2016,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,580",4319.2,"36,581"
Chlamydia,2015,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,962",5306.4,"36,974"
Chlamydia,2014,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,514",4085.4,"37,059"
Chlamydia,2013,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,941",5143.1,"37,740"
Chlamydia,2012,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,401",6237.8,"38,491"
Chlamydia,2011,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,564",6554.9,"39,116"
Chlamydia,2010,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,351",5901.5,"39,837"
Chlamydia,2009,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,604",6294.1,"41,372"
Chlamydia,2008,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,705",6562.3,"41,220"
Chlamydia,2007,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"2,197",5401.4,"40,675"
Chlamydia,2006,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,243",3086,"40,279"
Chlamydia,2005,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,347",3423.1,"39,350"
Chlamydia,2004,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,266",3296.4,"38,406"
Chlamydia,2003,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,172",3080.1,"38,051"
Chlamydia,2002,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,166",3053.2,"38,190"
Chlamydia,2001,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,200",3174.5,"37,801"
Chlamydia,2000,District of Columbia,11,15-19,All races/ethnicities,Both sexes,"1,180",3118.3,"37,841"
Gonorrhea,2019,Florida,12,15-19,All races/ethnicities,Both sexes,"5,496",457.1,"1,202,436"
Gonorrhea,2018,Florida,12,15-19,All races/ethnicities,Both sexes,"5,112",425,"1,202,914"
Gonorrhea,2017,Florida,12,15-19,All races/ethnicities,Both sexes,"5,339",443.2,"1,204,764"
Gonorrhea,2016,Florida,12,15-19,All races/ethnicities,Both sexes,"4,801",401.1,"1,197,099"
Gonorrhea,2015,Florida,12,15-19,All races/ethnicities,Both sexes,"3,998",337.9,"1,183,133"
Gonorrhea,2014,Florida,12,15-19,All races/ethnicities,Both sexes,"3,668",312.8,"1,172,591"
Gonorrhea,2013,Florida,12,15-19,All races/ethnicities,Both sexes,"3,996",340.2,"1,174,605"
Gonorrhea,2012,Florida,12,15-19,All races/ethnicities,Both sexes,"4,284",364.6,"1,175,047"
Gonorrhea,2011,Florida,12,15-19,All races/ethnicities,Both sexes,"5,042",422.4,"1,193,519"
Gonorrhea,2010,Florida,12,15-19,All races/ethnicities,Both sexes,"5,748",470.7,"1,221,079"
Gonorrhea,2009,Florida,12,15-19,All races/ethnicities,Both sexes,"6,009",511.5,"1,174,707"
Gonorrhea,2008,Florida,12,15-19,All races/ethnicities,Both sexes,"6,775",570.6,"1,187,338"
Gonorrhea,2007,Florida,12,15-19,All races/ethnicities,Both sexes,"6,466",544.5,"1,187,544"
Gonorrhea,2006,Florida,12,15-19,All races/ethnicities,Both sexes,"6,752",574,"1,176,260"
Gonorrhea,2005,Florida,12,15-19,All races/ethnicities,Both sexes,"5,362",467.1,"1,148,021"
Gonorrhea,2004,Florida,12,15-19,All races/ethnicities,Both sexes,"4,829",434.3,"1,111,786"
Gonorrhea,2003,Florida,12,15-19,All races/ethnicities,Both sexes,"4,811",445.5,"1,079,856"
Gonorrhea,2002,Florida,12,15-19,All races/ethnicities,Both sexes,"5,517",522.3,"1,056,234"
Gonorrhea,2001,Florida,12,15-19,All races/ethnicities,Both sexes,"5,751",555.5,"1,035,318"
Gonorrhea,2000,Florida,12,15-19,All races/ethnicities,Both sexes,"6,270",615.9,"1,018,016"
Chlamydia,2019,Florida,12,15-19,All races/ethnicities,Both sexes,"28,451",2366.1,"1,202,436"
Chlamydia,2018,Florida,12,15-19,All races/ethnicities,Both sexes,"26,859",2232.8,"1,202,914"
Chlamydia,2017,Florida,12,15-19,All races/ethnicities,Both sexes,"25,632",2127.6,"1,204,764"
Chlamydia,2016,Florida,12,15-19,All races/ethnicities,Both sexes,"23,889",1995.6,"1,197,099"
Chlamydia,2015,Florida,12,15-19,All races/ethnicities,Both sexes,"22,574",1908,"1,183,133"
Chlamydia,2014,Florida,12,15-19,All races/ethnicities,Both sexes,"20,923",1784.3,"1,172,591"
Chlamydia,2013,Florida,12,15-19,All races/ethnicities,Both sexes,"20,960",1784.4,"1,174,605"
Chlamydia,2012,Florida,12,15-19,All races/ethnicities,Both sexes,"22,617",1924.8,"1,175,047"
Chlamydia,2011,Florida,12,15-19,All races/ethnicities,Both sexes,"23,898",2002.3,"1,193,519"
Chlamydia,2010,Florida,12,15-19,All races/ethnicities,Both sexes,"24,471",2004,"1,221,079"
Chlamydia,2009,Florida,12,15-19,All races/ethnicities,Both sexes,"24,571",2091.7,"1,174,707"
Chlamydia,2008,Florida,12,15-19,All races/ethnicities,Both sexes,"24,012",2022.3,"1,187,338"
Chlamydia,2007,Florida,12,15-19,All races/ethnicities,Both sexes,"19,752",1663.3,"1,187,544"
Chlamydia,2006,Florida,12,15-19,All races/ethnicities,Both sexes,"17,111",1454.7,"1,176,260"
Chlamydia,2005,Florida,12,15-19,All races/ethnicities,Both sexes,"15,159",1320.4,"1,148,021"
Chlamydia,2004,Florida,12,15-19,All races/ethnicities,Both sexes,"14,987",1348,"1,111,786"
Chlamydia,2003,Florida,12,15-19,All races/ethnicities,Both sexes,"15,262",1413.3,"1,079,856"
Chlamydia,2002,Florida,12,15-19,All races/ethnicities,Both sexes,"15,122",1431.7,"1,056,234"
Chlamydia,2001,Florida,12,15-19,All races/ethnicities,Both sexes,"13,974",1349.7,"1,035,318"
Chlamydia,2000,Florida,12,15-19,All races/ethnicities,Both sexes,"12,866",1263.8,"1,018,016"
Gonorrhea,2019,Georgia,13,15-19,All races/ethnicities,Both sexes,"3,364",459.5,"732,120"
Gonorrhea,2018,Georgia,13,15-19,All races/ethnicities,Both sexes,"3,370",463.7,"726,710"
Gonorrhea,2017,Georgia,13,15-19,All races/ethnicities,Both sexes,"4,043",559.6,"722,493"
Gonorrhea,2016,Georgia,13,15-19,All races/ethnicities,Both sexes,"3,946",550.7,"716,494"
Gonorrhea,2015,Georgia,13,15-19,All races/ethnicities,Both sexes,"3,133",443.8,"705,889"
Gonorrhea,2014,Georgia,13,15-19,All races/ethnicities,Both sexes,"2,914",418.3,"696,678"
Gonorrhea,2013,Georgia,13,15-19,All races/ethnicities,Both sexes,"3,363",483.9,"694,986"
Gonorrhea,2012,Georgia,13,15-19,All races/ethnicities,Both sexes,"3,915",560.5,"698,479"
Gonorrhea,2011,Georgia,13,15-19,All races/ethnicities,Both sexes,"4,692",668.4,"701,942"
Gonorrhea,2010,Georgia,13,15-19,All races/ethnicities,Both sexes,"4,824",679.7,"709,746"
Gonorrhea,2009,Georgia,13,15-19,All races/ethnicities,Both sexes,"3,987",563.7,"707,298"
Gonorrhea,2008,Georgia,13,15-19,All races/ethnicities,Both sexes,"4,399",624.3,"704,621"
Gonorrhea,2007,Georgia,13,15-19,All races/ethnicities,Both sexes,"5,006",721.1,"694,231"
Gonorrhea,2006,Georgia,13,15-19,All races/ethnicities,Both sexes,"5,621",828.9,"678,158"
Gonorrhea,2005,Georgia,13,15-19,All races/ethnicities,Both sexes,"4,543",688.1,"660,251"
Gonorrhea,2004,Georgia,13,15-19,All races/ethnicities,Both sexes,"4,381",684.3,"640,184"
Gonorrhea,2003,Georgia,13,15-19,All races/ethnicities,Both sexes,"4,815",773.9,"622,204"
Gonorrhea,2002,Georgia,13,15-19,All races/ethnicities,Both sexes,"5,265",860.4,"611,945"
Gonorrhea,2001,Georgia,13,15-19,All races/ethnicities,Both sexes,"5,524",913.3,"604,822"
Gonorrhea,2000,Georgia,13,15-19,All races/ethnicities,Both sexes,"5,715",953,"599,676"
Chlamydia,2019,Georgia,13,15-19,All races/ethnicities,Both sexes,"19,439",2655.2,"732,120"
Chlamydia,2018,Georgia,13,15-19,All races/ethnicities,Both sexes,"18,424",2535.3,"726,710"
Chlamydia,2017,Georgia,13,15-19,All races/ethnicities,Both sexes,"18,406",2547.6,"722,493"
Chlamydia,2016,Georgia,13,15-19,All races/ethnicities,Both sexes,"17,663",2465.2,"716,494"
Chlamydia,2015,Georgia,13,15-19,All races/ethnicities,Both sexes,"16,166",2290.2,"705,889"
Chlamydia,2014,Georgia,13,15-19,All races/ethnicities,Both sexes,"15,023",2156.4,"696,678"
Chlamydia,2013,Georgia,13,15-19,All races/ethnicities,Both sexes,"15,525",2233.9,"694,986"
Chlamydia,2012,Georgia,13,15-19,All races/ethnicities,Both sexes,"17,018",2436.4,"698,479"
Chlamydia,2011,Georgia,13,15-19,All races/ethnicities,Both sexes,"18,793",2677.3,"701,942"
Chlamydia,2010,Georgia,13,15-19,All races/ethnicities,Both sexes,"16,404",2311.2,"709,746"
Chlamydia,2009,Georgia,13,15-19,All races/ethnicities,Both sexes,"14,052",1986.7,"707,298"
Chlamydia,2008,Georgia,13,15-19,All races/ethnicities,Both sexes,"14,343",2035.6,"704,621"
Chlamydia,2007,Georgia,13,15-19,All races/ethnicities,Both sexes,"14,677",2114.1,"694,231"
Chlamydia,2006,Georgia,13,15-19,All races/ethnicities,Both sexes,"14,660",2161.7,"678,158"
Chlamydia,2005,Georgia,13,15-19,All races/ethnicities,Both sexes,"12,342",1869.3,"660,251"
Chlamydia,2004,Georgia,13,15-19,All races/ethnicities,Both sexes,"12,247",1913,"640,184"
Chlamydia,2003,Georgia,13,15-19,All races/ethnicities,Both sexes,"12,999",2089.2,"622,204"
Chlamydia,2002,Georgia,13,15-19,All races/ethnicities,Both sexes,"12,757",2084.7,"611,945"
Chlamydia,2001,Georgia,13,15-19,All races/ethnicities,Both sexes,"13,011",2151.2,"604,822"
Chlamydia,2000,Georgia,13,15-19,All races/ethnicities,Both sexes,"11,313",1886.5,"599,676"
Gonorrhea,2019,Hawaii,15,15-19,All races/ethnicities,Both sexes,154,199.3,"77,287"
Gonorrhea,2018,Hawaii,15,15-19,All races/ethnicities,Both sexes,134,173.6,"77,168"
Gonorrhea,2017,Hawaii,15,15-19,All races/ethnicities,Both sexes,148,191.2,"77,400"
Gonorrhea,2016,Hawaii,15,15-19,All races/ethnicities,Both sexes,155,198.6,"78,052"
Gonorrhea,2015,Hawaii,15,15-19,All races/ethnicities,Both sexes,163,208.3,"78,257"
Gonorrhea,2014,Hawaii,15,15-19,All races/ethnicities,Both sexes,106,134.8,"78,648"
Gonorrhea,2013,Hawaii,15,15-19,All races/ethnicities,Both sexes,77,96.1,"80,162"
Gonorrhea,2012,Hawaii,15,15-19,All races/ethnicities,Both sexes,120,147.3,"81,444"
Gonorrhea,2011,Hawaii,15,15-19,All races/ethnicities,Both sexes,104,124.7,"83,417"
Gonorrhea,2010,Hawaii,15,15-19,All races/ethnicities,Both sexes,93,108.4,"85,806"
Gonorrhea,2009,Hawaii,15,15-19,All races/ethnicities,Both sexes,85,106.8,"79,565"
Gonorrhea,2008,Hawaii,15,15-19,All races/ethnicities,Both sexes,108,134.4,"80,344"
Gonorrhea,2007,Hawaii,15,15-19,All races/ethnicities,Both sexes,109,135,"80,735"
Gonorrhea,2006,Hawaii,15,15-19,All races/ethnicities,Both sexes,133,163.5,"81,339"
Gonorrhea,2005,Hawaii,15,15-19,All races/ethnicities,Both sexes,163,203.6,"80,047"
Gonorrhea,2004,Hawaii,15,15-19,All races/ethnicities,Both sexes,175,218.8,"79,985"
Gonorrhea,2003,Hawaii,15,15-19,All races/ethnicities,Both sexes,173,216.9,"79,759"
Gonorrhea,2002,Hawaii,15,15-19,All races/ethnicities,Both sexes,99,124,"79,851"
Gonorrhea,2001,Hawaii,15,15-19,All races/ethnicities,Both sexes,86,107,"80,392"
Gonorrhea,2000,Hawaii,15,15-19,All races/ethnicities,Both sexes,88,109,"80,701"
Chlamydia,2019,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,518",1964.1,"77,287"
Chlamydia,2018,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,525",1976.2,"77,168"
Chlamydia,2017,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,369",1768.7,"77,400"
Chlamydia,2016,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,278",1637.4,"78,052"
Chlamydia,2015,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,359",1736.6,"78,257"
Chlamydia,2014,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,242",1579.2,"78,648"
Chlamydia,2013,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,410",1758.9,"80,162"
Chlamydia,2012,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,398",1716.5,"81,444"
Chlamydia,2011,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,399",1677.1,"83,417"
Chlamydia,2010,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,403",1635.1,"85,806"
Chlamydia,2009,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,451",1823.7,"79,565"
Chlamydia,2008,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,500",1867,"80,344"
Chlamydia,2007,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,236",1530.9,"80,735"
Chlamydia,2006,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,283",1577.3,"81,339"
Chlamydia,2005,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,217",1520.4,"80,047"
Chlamydia,2004,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,261",1576.5,"79,985"
Chlamydia,2003,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,300",1629.9,"79,759"
Chlamydia,2002,Hawaii,15,15-19,All races/ethnicities,Both sexes,"1,051",1316.2,"79,851"
Chlamydia,2001,Hawaii,15,15-19,All races/ethnicities,Both sexes,981,1220.3,"80,392"
Chlamydia,2000,Hawaii,15,15-19,All races/ethnicities,Both sexes,939,1163.6,"80,701"
Gonorrhea,2019,Idaho,16,15-19,All races/ethnicities,Both sexes,160,127.8,"125,185"
Gonorrhea,2018,Idaho,16,15-19,All races/ethnicities,Both sexes,133,107.9,"123,300"
Gonorrhea,2017,Idaho,16,15-19,All races/ethnicities,Both sexes,104,85.3,"121,956"
Gonorrhea,2016,Idaho,16,15-19,All races/ethnicities,Both sexes,66,54.8,"120,427"
Gonorrhea,2015,Idaho,16,15-19,All races/ethnicities,Both sexes,54,45.9,"117,617"
Gonorrhea,2014,Idaho,16,15-19,All races/ethnicities,Both sexes,77,66.6,"115,643"
Gonorrhea,2013,Idaho,16,15-19,All races/ethnicities,Both sexes,24,21,"114,121"
Gonorrhea,2012,Idaho,16,15-19,All races/ethnicities,Both sexes,27,23.8,"113,659"
Gonorrhea,2011,Idaho,16,15-19,All races/ethnicities,Both sexes,29,25.4,"114,263"
Gonorrhea,2010,Idaho,16,15-19,All races/ethnicities,Both sexes,21,18.3,"115,053"
Gonorrhea,2009,Idaho,16,15-19,All races/ethnicities,Both sexes,28,24.5,"114,367"
Gonorrhea,2008,Idaho,16,15-19,All races/ethnicities,Both sexes,34,29.6,"114,933"
Gonorrhea,2007,Idaho,16,15-19,All races/ethnicities,Both sexes,75,65.8,"113,975"
Gonorrhea,2006,Idaho,16,15-19,All races/ethnicities,Both sexes,42,37.2,"112,857"
Gonorrhea,2005,Idaho,16,15-19,All races/ethnicities,Both sexes,27,24.2,"111,539"
Gonorrhea,2004,Idaho,16,15-19,All races/ethnicities,Both sexes,22,19.9,"110,276"
Gonorrhea,2003,Idaho,16,15-19,All races/ethnicities,Both sexes,7,6.4,"109,953"
Gonorrhea,2002,Idaho,16,15-19,All races/ethnicities,Both sexes,25,22.5,"110,894"
